id,predictions
6141cf1dbaaf234b35290198,1.097342
6141cf1dcc0e69a0cf28ab4d,0.38334692
6141cf1dee0a3fd43fb479ed,0.3539417
6141cf1e1d648932fbc3429d,1.1370814
6141cf1e31cf3ef3d4a9ed52,0.38013607
6141cf1e3ac25c70a5c6c843,0.3944474
6141cf1e9cbada84a86767d3,1.8119769
6141cf1ea05be5973bd77a77,1.0968248
6141cf1eb842c2e72e2f2d5c,0.35333094
6141cf1f51c1cbd9654b8878,0.39460853
6141cf1fa05be5973bd77a79,1.0968238
6141cf1fb842c2e72e2f2d5e,0.3538056
6141cf201d648932fbc3429f,1.1370788
6141cf2069b0784ffcf8f865,0.38300014
6141cf20a05be5973bd77a7b,1.0968246
6141cf20baaf234b3529019c,1.0970994
6141cf20cc0e69a0cf28ab4f,0.38324335
6141cf2231cf3ef3d4a9ed58,0.3830972
6141cf22baaf234b352901a0,1.0976013
6141cf231d648932fbc342a3,1.1441936
6141cf234e27a1844a5f0014,1.1387082
6141cf239cbada84a86767dd,1.8190168
6141cf2431cf3ef3d4a9ed5c,0.3830974
6141cf243ac25c70a5c6c847,0.39444745
6141cf244e27a1844a5f0016,1.1388644
6141cf249cbada84a86767df,1.8122703
6141cf24baaf234b352901a2,1.0970997
6141cf259cbada84a86767e1,1.8119721
6141cf2602d926221cabc559,0.3943672
6141cf261d648932fbc342a7,1.1370759
6141cf2631cf3ef3d4a9ed5e,0.3828228
6141cf273ac25c70a5c6c849,0.39444745
6141cf274e27a1844a5f001a,1.1388631
6141cf27ee0a3fd43fb479fb,0.35404176
6141cf289cbada84a86767e3,1.8119775
6141cf299cbada84a86767e5,1.8119764
6141cf2a31cf3ef3d4a9ed64,0.38309714
6141cf2aee0a3fd43fb479ff,0.35403866
6141cf2b4e27a1844a5f001e,1.1387081
6141cf2bee0a3fd43fb47a01,0.35403866
6141cf2c31cf3ef3d4a9ed66,0.3829271
6141cf2c3ac25c70a5c6c84b,0.39444745
6141cf2d4e27a1844a5f0020,1.138708
6141cf2dee0a3fd43fb47a03,0.36701074
6141cf2f9cbada84a86767ed,1.8119755
6141cf2fee0a3fd43fb47a05,0.35384718
6141cf3031cf3ef3d4a9ed6a,0.382927
6141cf32ee0a3fd43fb47a09,0.35403922
6141cf3331cf3ef3d4a9ed6e,0.38292718
6141cf349cbada84a86767f3,1.8124173
6141cf34b842c2e72e2f2d64,0.35381064
6141cf34ee0a3fd43fb47a0b,0.35335648
6141cf354e27a1844a5f0028,1.1387048
6141cf35b842c2e72e2f2d66,0.35380572
6141cf364e27a1844a5f002a,1.1387048
6141cf369cbada84a86767f5,1.812376
6141cf3731cf3ef3d4a9ed72,0.38309735
6141cf384e27a1844a5f002c,1.1388643
6141cf39baaf234b352901ba,1.0971005
6141cf39cc0e69a0cf28ab59,0.38334632
6141cf39ee0a3fd43fb47a0f,0.3670103
6141cf3b31cf3ef3d4a9ed76,0.38309693
6141cf3bbaaf234b352901bc,1.0970999
6141cf3d02d926221cabc55d,0.3943667
6141cf3d9cbada84a86767fd,1.811979
6141cf3e4e27a1844a5f0032,1.1340437
6141cf3ecc0e69a0cf28ab5d,0.38334626
6141cf3f1d648932fbc342a9,1.1370789
6141cf3f3ac25c70a5c6c853,0.39443946
6141cf3f9cbada84a86767ff,1.8129538
6141cf404e27a1844a5f0034,1.1388478
6141cf40baaf234b352901c0,1.0971003
6141cf419cbada84a8676801,1.8119769
6141cf451d648932fbc342ab,1.1370789
6141cf453ac25c70a5c6c855,0.39444742
6141cf454e27a1844a5f0038,1.1388572
6141cf4631cf3ef3d4a9ed80,0.3830979
6141cf469cbada84a8676805,1.812276
6141cf46ee0a3fd43fb47a1b,0.35403895
6141cf474e27a1844a5f003a,1.138708
6141cf47baaf234b352901c6,1.0973523
6141cf4831cf3ef3d4a9ed82,0.38309777
6141cf48a05be5973bd77a81,1.0968246
6141cf49ee0a3fd43fb47a1d,0.35216597
6141cf4b02d926221cabc55f,0.39435875
6141cf4bee0a3fd43fb47a1f,0.35394496
6141cf4c9cbada84a8676809,1.8119724
6141cf4cbaaf234b352901ca,1.0971009
6141cf4e9cbada84a867680b,1.811977
6141cf4fbaaf234b352901cc,1.0970933
6141cf504e27a1844a5f0042,1.1387081
6141cf534e27a1844a5f0044,1.1387064
6141cf539cbada84a867680f,1.8119748
6141cf559cbada84a8676811,1.8119699
6141cf584e27a1844a5f0048,1.1388643
6141cf58baaf234b352901d2,1.0976009
6141cf58ee0a3fd43fb47a29,0.3540385
6141cf5931cf3ef3d4a9ed8e,0.3830971
6141cf5b4e27a1844a5f004a,1.138708
6141cf5c31cf3ef3d4a9ed90,0.38309848
6141cf5d4e27a1844a5f004c,1.1387033
6141cf5e3ac25c70a5c6c85d,0.39444745
6141cf604e27a1844a5f004e,1.138891
6141cf60baaf234b352901d8,1.0971006
6141cf6131cf3ef3d4a9ed94,0.3830971
6141cf634e27a1844a5f0050,1.1387818
6141cf63ee0a3fd43fb47a31,0.3539451
6141cf653ac25c70a5c6c85f,0.39444864
6141cf654e27a1844a5f0052,1.1388462
6141cf689cbada84a867681f,1.811979
6141cf69ee0a3fd43fb47a35,0.35394242
6141cf6b9cbada84a8676821,1.8122588
6141cf6bbaaf234b352901de,1.0979011
6141cf6e3ac25c70a5c6c861,0.3944471
6141cf6e4e27a1844a5f0058,1.138707
6141cf72baaf234b352901e2,1.0971007
6141cf7531cf3ef3d4a9eda0,0.38060552
6141cf75baaf234b352901e4,1.0971004
6141cf76cc0e69a0cf28ab67,0.38334695
6141cf76ee0a3fd43fb47a3b,0.3540392
6141cf79ee0a3fd43fb47a3d,0.35193014
6141cf7b31cf3ef3d4a9eda4,0.38309777
6141cf7b51c1cbd9654b8884,0.39460865
6141cf7cbaaf234b352901e8,1.0969453
6141cf7d9cbada84a867682d,1.8119726
6141cf7e4e27a1844a5f0062,1.1387033
6141cf80ee0a3fd43fb47a41,0.3521706
6141cf819cbada84a867682f,1.8079076
6141cf82cc0e69a0cf28ab69,0.3833462
6141cf83ee0a3fd43fb47a43,0.3537619
6141cf844e27a1844a5f0066,1.1387045
6141cf879cbada84a8676833,1.811979
6141cf87ee0a3fd43fb47a45,0.3519304
6141cf8902d926221cabc561,0.3943668
6141cf894e27a1844a5f0068,1.1387069
6141cf8a9cbada84a8676835,1.8079082
6141cf8b31cf3ef3d4a9edae,0.38309783
6141cf8d4e27a1844a5f006a,1.1387048
6141cf8e9cbada84a8676837,1.811974
6141cf8f3ac25c70a5c6c869,0.39444733
6141cf8fbaaf234b352901f0,1.0973501
6141cf914e27a1844a5f006c,1.138708
6141cf9231cf3ef3d4a9edb2,0.38309735
6141cf929cbada84a8676839,1.8122703
6141cf959cbada84a867683b,1.811972
6141cf9631cf3ef3d4a9edb4,0.38013485
6141cf983ac25c70a5c6c86b,0.39444712
6141cf98baaf234b352901f4,1.096945
6141cf9931cf3ef3d4a9edb6,0.383097
6141cf999cbada84a867683d,1.8119746
6141cf99ee0a3fd43fb47a4f,0.35357174
6141cf9c4e27a1844a5f0072,1.1387056
6141cf9cbaaf234b352901f6,1.0973501
6141cf9d9cbada84a867683f,1.8119785
6141cf9f51c1cbd9654b8886,0.39460868
6141cfa131cf3ef3d4a9edba,0.3829929
6141cfa23ac25c70a5c6c86d,0.3944479
6141cfa431cf3ef3d4a9edbc,0.38309735
6141cfa44e27a1844a5f0076,1.13903
6141cfa49cbada84a8676843,1.8190217
6141cfa5baaf234b352901fa,1.0971005
6141cfa8ee0a3fd43fb47a57,0.3540392
6141cfab4e27a1844a5f007a,1.1387081
6141cfac31cf3ef3d4a9edc0,0.383097
6141cfaebaaf234b352901fe,1.0971005
6141cfb34e27a1844a5f007e,1.1460214
6141cfb3ee0a3fd43fb47a5b,0.35403863
6141cfb63ac25c70a5c6c871,0.3944471
6141cfb7ee0a3fd43fb47a5d,0.35404015
6141cfb931cf3ef3d4a9edc6,0.38288823
6141cfba4e27a1844a5f0082,1.1387058
6141cfbbbaaf234b35290204,1.0970993
6141cfbbee0a3fd43fb47a5f,0.35216874
6141cfbc9cbada84a867684f,1.8119769
6141cfbe4e27a1844a5f0084,1.1387067
6141cfbf3ac25c70a5c6c873,0.39444733
6141cfbfbaaf234b35290206,1.0969453
6141cfc151c1cbd9654b8888,0.39460862
6141cfc24e27a1844a5f0086,1.1387037
6141cfc4baaf234b35290208,1.0971004
6141cfc4ee0a3fd43fb47a63,0.35403922
6141cfc59cbada84a8676853,1.807908
6141cfc631cf3ef3d4a9edcc,0.38309708
6141cfc74e27a1844a5f0088,1.1387017
6141cfc8baaf234b3529020a,1.096945
6141cfc9ee0a3fd43fb47a65,0.35394242
6141cfcb31cf3ef3d4a9edce,0.3809422
6141cfcb4e27a1844a5f008a,1.1387417
6141cfcdbaaf234b3529020c,1.0971006
6141cfce9cbada84a8676857,1.8191901
6141cfd031cf3ef3d4a9edd0,0.38094223
6141cfd29cbada84a8676859,1.811979
6141cfd6ee0a3fd43fb47a6b,0.35403958
6141cfd84e27a1844a5f0090,1.1460215
6141cfdcbaaf234b35290212,1.0971005
6141cfde31cf3ef3d4a9edd6,0.3809426
6141cfdf3ac25c70a5c6c879,0.39444745
6141cfe19cbada84a867685f,1.8119746
6141cfe59cbada84a8676861,1.8079077
6141cfe6ee0a3fd43fb47a6f,0.35403925
6141cfea9cbada84a8676863,1.8121235
6141cfebbaaf234b35290218,1.0969448
6141cfed31cf3ef3d4a9eddc,0.38309765
6141cfef9cbada84a8676865,1.8079051
6141cfefee0a3fd43fb47a73,0.35403934
6141cff131cf3ef3d4a9edde,0.38299295
6141cff4ee0a3fd43fb47a75,0.36706227
6141cff73ac25c70a5c6c87d,0.3944474
6141cffd4e27a1844a5f00a0,1.1387072
6141cffe9cbada84a8676869,1.811972
6141cfffbaaf234b35290220,1.0976002
6141d00031cf3ef3d4a9ede4,0.37802005
6141d002ee0a3fd43fb47a7b,0.3540442
6141d0033ac25c70a5c6c87f,0.3944474
6141d005baaf234b35290222,1.0970995
6141d0074e27a1844a5f00a4,1.1388907
6141d0079cbada84a867686d,1.811979
6141d00abaaf234b35290224,1.0971005
6141d00c4e27a1844a5f00a6,1.1387764
6141d00f31cf3ef3d4a9edea,0.3809425
6141d0104e27a1844a5f00a8,1.1387033
6141d010baaf234b35290226,1.0971004
6141d011ee0a3fd43fb47a81,0.35394248
6141d015baaf234b35290228,1.0971005
6141d01851c1cbd9654b8890,0.39461324
6141d01931cf3ef3d4a9edee,0.38309708
6141d01a4e27a1844a5f00ac,1.1460215
6141d01bbaaf234b3529022a,1.0976007
6141d01bee0a3fd43fb47a83,0.35403925
6141d01e4e27a1844a5f00ae,1.1387051
6141d01e9cbada84a8676875,1.8119785
6141d020ee0a3fd43fb47a85,0.36706287
6141d0229cbada84a8676877,1.8126684
6141d0234e27a1844a5f00b0,1.1387082
6141d0279cbada84a8676879,1.8119732
6141d02931cf3ef3d4a9edf4,0.3779808
6141d02b3ac25c70a5c6c885,0.39444745
6141d02c9cbada84a867687b,1.8079085
6141d02e31cf3ef3d4a9edf6,0.38309696
6141d030ee0a3fd43fb47a8b,0.35403904
6141d0319cbada84a867687d,1.8119766
6141d0324e27a1844a5f00b6,1.1339936
6141d0374e27a1844a5f00b8,1.1388911
6141d0383ac25c70a5c6c887,0.3944474
6141d03abaaf234b35290232,1.0971
6141d03aee0a3fd43fb47a8f,0.36392397
6141d03b9cbada84a867687f,1.8119755
6141d03cb842c2e72e2f2d68,0.3664406
6141d0409cbada84a8676881,1.8190161
6141d040baaf234b35290234,1.0971
6141d040ee0a3fd43fb47a91,0.3538471
6141d0464e27a1844a5f00be,1.1387081
6141d047ee0a3fd43fb47a93,0.35403877
6141d04831cf3ef3d4a9edfe,0.38309738
6141d04c4e27a1844a5f00c0,1.1382954
6141d04cbaaf234b35290238,1.0971028
6141d04cee0a3fd43fb47a95,0.3538471
6141d0529cbada84a8676887,1.8122724
6141d052baaf234b3529023a,1.0971003
6141d0553ac25c70a5c6c88b,0.39444676
6141d0589cbada84a8676889,1.8119786
6141d058baaf234b3529023c,1.0971004
6141d058ee0a3fd43fb47a99,0.35380778
6141d05931cf3ef3d4a9ee04,0.383097
6141d05eee0a3fd43fb47a9b,0.3540414
6141d05f31cf3ef3d4a9ee06,0.38309905
6141d0639cbada84a867688b,1.8119721
6141d063ee0a3fd43fb47a9d,0.36693537
6141d06431cf3ef3d4a9ee08,0.38309708
6141d0643ac25c70a5c6c88d,0.39444745
6141d06451c1cbd9654b8892,0.39460987
6141d065baaf234b35290240,1.0971025
6141d0694e27a1844a5f00ca,1.1382618
6141d06f31cf3ef3d4a9ee0c,0.3828883
6141d06f4e27a1844a5f00cc,1.1387082
6141d06fee0a3fd43fb47aa1,0.35403866
6141d072baaf234b35290244,1.0970925
6141d0733ac25c70a5c6c88f,0.3944465
6141d07531cf3ef3d4a9ee0e,0.38013515
6141d075ee0a3fd43fb47aa3,0.3539424
6141d0769cbada84a8676891,1.811979
6141d079baaf234b35290246,1.0976003
6141d07b31cf3ef3d4a9ee10,0.38309732
6141d07bee0a3fd43fb47aa5,0.3540393
6141d07c9cbada84a8676893,1.8121254
6141d08131cf3ef3d4a9ee12,0.38094229
6141d081ee0a3fd43fb47aa7,0.3531679
6141d0823ac25c70a5c6c891,0.39444774
6141d0824e27a1844a5f00d2,1.1390017
6141d08731cf3ef3d4a9ee14,0.38309824
6141d0899cbada84a8676897,1.811979
6141d093ee0a3fd43fb47aad,0.35403925
6141d094baaf234b3529024e,1.0971003
6141d0969cbada84a867689b,1.8122725
6141d09a31cf3ef3d4a9ee1a,0.38309708
6141d09cbaaf234b35290250,1.0971004
6141d0a131cf3ef3d4a9ee1c,0.38309717
6141d0a13ac25c70a5c6c895,0.39444724
6141d0a29cbada84a867689f,1.8119774
6141d0a3ee0a3fd43fb47ab1,0.35404897
6141d0a84e27a1844a5f00de,1.138707
6141d0aaee0a3fd43fb47ab3,0.35404193
6141d0af4e27a1844a5f00e0,1.1387079
6141d0af9cbada84a86768a3,1.813239
6141d0b1baaf234b35290256,1.0973504
6141d0b5ee0a3fd43fb47ab5,0.3651912
6141d0bc4e27a1844a5f00e4,1.1388429
6141d0bf9cbada84a86768a7,1.8119786
6141d0c1baaf234b3529025a,1.0971005
6141d0c331cf3ef3d4a9ee26,0.38299304
6141d0c3ee0a3fd43fb47ab9,0.35403895
6141d0c8baaf234b3529025c,1.0971006
6141d0c94e27a1844a5f00e8,1.1460134
6141d0ceee0a3fd43fb47abb,0.35394248
6141d0cf31cf3ef3d4a9ee2a,0.38275647
6141d0cf3ac25c70a5c6c89b,0.39444745
6141d0d04e27a1844a5f00ea,1.1387053
6141d0d3baaf234b3529025e,1.0971006
6141d0d5ee0a3fd43fb47abd,0.35335642
6141d0d631cf3ef3d4a9ee2c,0.383097
6141d0d74e27a1844a5f00ec,1.1387064
6141d0dbee0a3fd43fb47abf,0.35404193
6141d0e2ee0a3fd43fb47ac1,0.35335642
6141d0e59cbada84a86768af,1.8119786
6141d0ed4e27a1844a5f00f2,1.1387081
6141d0f0ee0a3fd43fb47ac5,0.35403925
6141d0f1baaf234b35290266,1.0971004
6141d0f531cf3ef3d4a9ee34,0.38292742
6141d0f53ac25c70a5c6c89f,0.39444736
6141d0f6ee0a3fd43fb47ac7,0.35404193
6141d0fc31cf3ef3d4a9ee36,0.38282293
6141d1009cbada84a86768b7,1.8119789
6141d100baaf234b3529026a,1.0973505
6141d1024e27a1844a5f00f8,1.138708
6141d102ee0a3fd43fb47ac9,0.35394198
6141d10331cf3ef3d4a9ee38,0.37784657
6141d1079cbada84a86768b9,1.8079085
6141d108baaf234b3529026c,1.0970998
6141d1094e27a1844a5f00fa,1.1390301
6141d10b31cf3ef3d4a9ee3a,0.383052
6141d10e9cbada84a86768bb,1.812567
6141d110baaf234b3529026e,1.0971001
6141d115ee0a3fd43fb47acd,0.35403928
6141d1173ac25c70a5c6c8a3,0.3944466
6141d1174e27a1844a5f00fe,1.1387032
6141d11c9cbada84a86768bf,1.8119774
6141d11cee0a3fd43fb47acf,0.35403895
6141d120baaf234b35290272,1.0970997
6141d1224e27a1844a5f0100,1.1387072
6141d1239cbada84a86768c1,1.8119721
6141d12a9cbada84a86768c3,1.8119769
6141d12c4e27a1844a5f0102,1.138708
6141d130baaf234b35290276,1.0970931
6141d130cc0e69a0cf28ab6d,0.38124353
6141d1319cbada84a86768c5,1.8119657
6141d132ee0a3fd43fb47ad5,0.35216612
6141d1399cbada84a86768c7,1.8119719
6141d139baaf234b35290278,1.0971004
6141d13a3ac25c70a5c6c8a7,0.3944475
6141d13e31cf3ef3d4a9ee46,0.38309702
6141d13fee0a3fd43fb47ad7,0.35404015
6141d141baaf234b3529027a,1.0971003
6141d147ee0a3fd43fb47ad9,0.3539429
6141d1499cbada84a86768cb,1.8123832
6141d14b4e27a1844a5f010a,1.1387081
6141d14d31cf3ef3d4a9ee4a,0.38309732
6141d1509cbada84a86768cd,1.8119757
6141d15531cf3ef3d4a9ee4c,0.383097
6141d155ee0a3fd43fb47add,0.35403925
6141d1589cbada84a86768cf,1.8079001
6141d15b4e27a1844a5f010e,1.1387049
6141d15dee0a3fd43fb47adf,0.36701068
6141d16c31cf3ef3d4a9ee52,0.38309747
6141d16cbaaf234b35290282,1.0973428
6141d1759cbada84a86768d5,1.811972
6141d17c4e27a1844a5f0116,1.138708
6141d181ee0a3fd43fb47ae7,0.35357186
6141d182baaf234b35290286,1.0969456
6141d1844e27a1844a5f0118,1.138707
6141d1883ac25c70a5c6c8af,0.39444607
6141d18c4e27a1844a5f011a,1.133995
6141d18d31cf3ef3d4a9ee5a,0.38309702
6141d192baaf234b35290288,1.0971005
6141d1944e27a1844a5f011c,1.138708
6141d19c4e27a1844a5f011e,1.1387047
6141d19d31cf3ef3d4a9ee5e,0.38282326
6141d1a0ee0a3fd43fb47aef,0.35384738
6141d1a44e27a1844a5f0120,1.13903
6141d1a8ee0a3fd43fb47af1,0.3540419
6141d1ac4e27a1844a5f0122,1.1387072
6141d1adbaaf234b3529028e,1.0973505
6141d1ae3ac25c70a5c6c8b3,0.39444745
6141d1b1ee0a3fd43fb47af3,0.3539451
6141d1b531cf3ef3d4a9ee64,0.383097
6141d1b54e27a1844a5f0124,1.1389005
6141d1b59cbada84a86768e5,1.8122705
6141d1bd31cf3ef3d4a9ee66,0.3830968
6141d1bd9cbada84a86768e7,1.8119721
6141d1c23ac25c70a5c6c8b5,0.3944391
6141d1c54e27a1844a5f0128,1.1388643
6141d1c7baaf234b35290292,1.0969454
6141d1c89cbada84a86768e9,1.8119774
6141d1cd4e27a1844a5f012a,1.1387081
6141d1d0ee0a3fd43fb47af7,0.35403916
6141d1d531cf3ef3d4a9ee6c,0.3830975
6141d1dabaaf234b35290296,1.0973504
6141d1daee0a3fd43fb47af9,0.35403928
6141d1de31cf3ef3d4a9ee6e,0.3829271
6141d1de4e27a1844a5f012e,1.1387075
6141d1e3baaf234b35290298,1.0970932
6141d1e731cf3ef3d4a9ee70,0.38275662
6141d1e73ac25c70a5c6c8b7,0.39444742
6141d1ebee0a3fd43fb47afd,0.35394248
6141d1f84e27a1844a5f0134,1.1390299
6141d1fb3ac25c70a5c6c8b9,0.39444736
6141d1fcee0a3fd43fb47b01,0.35216606
6141d2014e27a1844a5f0136,1.138708
6141d2049cbada84a86768f3,1.8122718
6141d204baaf234b3529029e,1.0970995
6141d205ee0a3fd43fb47b03,0.35216677
6141d20d9cbada84a86768f5,1.8128552
6141d20dee0a3fd43fb47b05,0.3520724
6141d213baaf234b352902a0,1.0973501
6141d21c9cbada84a86768f7,1.811975
6141d21dbaaf234b352902a2,1.0973502
6141d21fee0a3fd43fb47b09,0.3540418
6141d22231cf3ef3d4a9ee7c,0.38309708
6141d2263ac25c70a5c6c8bd,0.39444733
6141d22d9cbada84a86768fb,1.8119719
6141d231ee0a3fd43fb47b0d,0.35357165
6141d2369cbada84a86768fd,1.8193605
6141d23abaaf234b352902a8,1.0970998
6141d23aee0a3fd43fb47b0f,0.3538497
6141d242ee0a3fd43fb47b11,0.35403988
6141d24631cf3ef3d4a9ee84,0.383097
6141d24bee0a3fd43fb47b13,0.35403857
6141d24dbaaf234b352902ac,1.0973505
6141d2543ac25c70a5c6c8c1,0.3944475
6141d25731cf3ef3d4a9ee88,0.38292706
6141d257baaf234b352902ae,1.0971006
6141d25a9cbada84a8676905,1.8119794
6141d25e4e27a1844a5f0148,1.1387066
6141d25eee0a3fd43fb47b17,0.36706147
6141d26031cf3ef3d4a9ee8a,0.38309696
6141d267ee0a3fd43fb47b19,0.35403845
6141d26cbaaf234b352902b2,1.09735
6141d270ee0a3fd43fb47b1b,0.35403875
6141d27231cf3ef3d4a9ee8e,0.38265386
6141d2774e27a1844a5f014c,1.138708
6141d27f9cbada84a867690d,1.8119702
6141d280baaf234b352902b6,1.0971004
6141d2824e27a1844a5f014e,1.1387755
6141d2889cbada84a867690f,1.8119795
6141d28abaaf234b352902b8,1.0971003
6141d28b4e27a1844a5f0150,1.1387416
6141d28cee0a3fd43fb47b21,0.35394183
6141d28e31cf3ef3d4a9ee94,0.3830972
6141d294baaf234b352902ba,1.0973502
6141d295ee0a3fd43fb47b23,0.35403925
6141d29631cf3ef3d4a9ee96,0.38309744
6141d29a9cbada84a8676913,1.8119756
6141d29e4e27a1844a5f0154,1.1387049
6141d29f31cf3ef3d4a9ee98,0.383097
6141d29fbaaf234b352902bc,1.0976008
6141d29fee0a3fd43fb47b25,0.3539424
6141d2a931cf3ef3d4a9ee9a,0.38309738
6141d2a9baaf234b352902be,1.0971009
6141d2b13ac25c70a5c6c8c9,0.39444733
6141d2b4baaf234b352902c0,1.0971004
6141d2b9ee0a3fd43fb47b27,0.3533562
6141d2bebaaf234b352902c2,1.0971006
6141d2c54e27a1844a5f015c,1.138708
6141d2c831cf3ef3d4a9eea0,0.38309756
6141d2c83ac25c70a5c6c8cb,0.3944475
6141d2d3baaf234b352902c4,1.09735
6141d2e14e27a1844a5f0160,1.1387012
6141d2e23ac25c70a5c6c8cd,0.3944475
6141d2e831cf3ef3d4a9eea6,0.3801352
6141d2ebee0a3fd43fb47b2f,0.3540393
6141d2ef4e27a1844a5f0162,1.1388859
6141d2f231cf3ef3d4a9eea8,0.38309693
6141d2f3baaf234b352902ca,1.0970998
6141d2f5ee0a3fd43fb47b31,0.35403928
6141d2fb3ac25c70a5c6c8cf,0.39444742
6141d2fd9cbada84a8676921,1.8119729
6141d2febaaf234b352902cc,1.0971001
6141d3059cbada84a8676923,1.8119769
6141d306ee0a3fd43fb47b33,0.35394335
6141d30731cf3ef3d4a9eeac,0.3830973
6141d30abaaf234b352902ce,1.097102
6141d31131cf3ef3d4a9eeae,0.38309693
6141d3164e27a1844a5f016a,1.1387081
6141d31aee0a3fd43fb47b37,0.35403922
6141d31b31cf3ef3d4a9eeb0,0.3830981
6141d320baaf234b352902d2,1.0978502
6141d324ee0a3fd43fb47b39,0.3540391
6141d32631cf3ef3d4a9eeb2,0.38309753
6141d3279cbada84a8676929,1.8121169
6141d32bbaaf234b352902d4,1.0971004
6141d32eee0a3fd43fb47b3b,0.35357186
6141d3384e27a1844a5f0170,1.1388403
6141d3434e27a1844a5f0172,1.1387335
6141d34d31cf3ef3d4a9eeb8,0.38309705
6141d34e9cbada84a8676931,1.8119793
6141d36031cf3ef3d4a9eeba,0.383097
6141d3644e27a1844a5f0178,1.1387064
6141d3659cbada84a8676933,1.8123852
6141d36b31cf3ef3d4a9eebc,0.38309765
6141d36e4e27a1844a5f017a,1.1387042
6141d36e9cbada84a8676935,1.8119731
6141d370baaf234b352902de,1.0971005
6141d37531cf3ef3d4a9eebe,0.38305295
6141d37b4e27a1844a5f017c,1.1388825
6141d3894e27a1844a5f017e,1.1392034
6141d38b31cf3ef3d4a9eec2,0.38309753
6141d38b9cbada84a867693b,1.8119792
6141d3934e27a1844a5f0180,1.1387082
6141d39e4e27a1844a5f0182,1.1387057
6141d39e9cbada84a867693f,1.8119701
6141d3a0baaf234b352902e4,1.0971005
6141d3a931cf3ef3d4a9eec8,0.38299304
6141d3b23ac25c70a5c6c8dd,0.39444748
6141d3b2ee0a3fd43fb47b4f,0.3538465
6141d3b34e27a1844a5f0186,1.138706
6141d3b431cf3ef3d4a9eeca,0.38309765
6141d3bdee0a3fd43fb47b51,0.35394248
6141d3be31cf3ef3d4a9eecc,0.38309687
6141d3c4baaf234b352902ea,1.0971004
6141d3c8ee0a3fd43fb47b53,0.35404137
6141d3c931cf3ef3d4a9eece,0.38309693
6141d3d2ee0a3fd43fb47b55,0.35403898
6141d3d99cbada84a8676945,1.811974
6141d3e0ee0a3fd43fb47b57,0.3521687
6141d3e39cbada84a8676947,1.818964
6141d3e93ac25c70a5c6c8e1,0.39444745
6141d3f631cf3ef3d4a9eed6,0.38309744
6141d40031cf3ef3d4a9eed8,0.38309732
6141d4014e27a1844a5f0194,1.1387764
6141d4033ac25c70a5c6c8e3,0.3944483
6141d404ee0a3fd43fb47b5d,0.3540416
6141d4089cbada84a867694b,1.8119798
6141d40c31cf3ef3d4a9eeda,0.380774
6141d40c4e27a1844a5f0196,1.138859
